texts,kota,type_kos,area,fasilitas,harga_nomina
"Kos Andalan
 
	Putri
    
				Kost Clew Bay Residence Tipe B Lowokwaru Malang
			  Lowokwaru 
				WiFi
			     
							Rp 850.000
						 
							/ bulan",malang,Putri,Lowokwaru,['WiFi'],850000
"Kos Andalan
 
	Putri
    
				Kost D'Bougenville Mlati Sleman 
			  Mlati 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.900.000
						 
							/ bulan",jogja,Putri,Mlati,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1900000
"Kos Andalan
 
	Putri
    
				Kost Dharmawangsha Barat 38 Tipe A Gubeng Surabaya
			  Gubeng 
				WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putri,Gubeng,"['WiFi','Akses 24 Jam']",700000
"Kos Andalan
 
	Putri
    
				Kost Dharmawangsha Barat Tipe B Gubeng Surabaya 
			  Gubeng 
				WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putri,Gubeng,"['WiFi','Akses 24 Jam']",700000
"Kos Andalan
 
	Putri
    
				Kost Dianty Tipe B Wonokromo Surabaya
			  Wonokromo 
				WiFi
			     
							Rp 820.000
						 
							/ bulan",surabaya,Putri,Wonokromo,['WiFi'],820000
"Kos Andalan
 
	Putri
    
				Kost Eldokas Tipe B Pakualaman Yogyakarta
			  Pakualaman 
				K. Mandi Dalam · WiFi
			     
							Rp 1.000.000
						 
							/ bulan",jogja,Putri,Pakualaman,"['K. Mandi Dalam','WiFi']",1000000
"Kos Andalan
 
	Putri
    
				Kost Eldokas Tipe C Pakualaman Yogyakarta
			  Pakualaman 
				K. Mandi Dalam · WiFi
			     
							Rp 1.100.000
						 
							/ bulan",jogja,Putri,Pakualaman,"['K. Mandi Dalam','WiFi']",1100000
"Kos Andalan
 
	Putri
    
				Kost Exclusive Mango Tipe B Umbulharjo Yogyakarta
			  Umbulharjo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 900.000
						 
							/ bulan",jogja,Putri,Umbulharjo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",900000
"Kos Andalan
 
	Putri
    
				Kost Griya Rindika Tipe A Mlati Sleman Yogyakarta
			  Mlati 
				K. Mandi Dalam · WiFi
			     
							Rp 1.600.000
						 
							/ bulan
						  5.0",jogja,Putri,Mlati,"['K. Mandi Dalam','WiFi']",1600000
"Kos Andalan
 
	Putri
    
				Kost Ibu Mukahar Tipe E Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.100.000
						 
							/ bulan",surabaya,Putri,Gubeng,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1100000
"Kos Andalan
 
	Putri
    
				Kost Indarto Mergangsan Yogyakarta
			  Mergangsan 
				
			     
							Rp 320.000
						 
							/ bulan",jogja,Putri,Mergangsan,[''],320000
"Kos Andalan
 
	Putri
    
				Kost Jatayu Tipe B Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.600.000
						 
							/ bulan",jogja,Putri,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1600000
"Kos Andalan
 
	Putri
    
				Kost Jetis Kulon X No 9 Wonokromo Surabaya
			  Gayungan 
				
			     
							Rp 350.000
						 
							/ bulan",surabaya,Putri,Gayungan,[''],350000
"Kos Andalan
 
	Putri
    
				Kost Jojoran Gang 1 Tipe A Gubeng Surabaya
			  Gubeng 
				
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putri,Gubeng,[''],700000
"Kos Andalan
 
	Putri
    
				Kost Jojoran Gang 1 Tipe B Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam
			     
							Rp 800.000
						 
							/ bulan",surabaya,Putri,Gubeng,['K. Mandi Dalam'],800000
"Kos Andalan
 
	Putri
    
				Kost Jojoran Gang 1 Tipe C Gubeng Surabaya
			  Gubeng 
				
			     
							Rp 900.000
						 
							/ bulan",surabaya,Putri,Gubeng,[''],900000
"Kos Andalan
 
	Putri
    
				Kost Jojoran Tipe A Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.700.000
						 
							/ bulan
						  5.0",surabaya,Putri,Gubeng,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1700000
"Kos Andalan
 
	Putri
    
				Kost Kanjeng Mami Muslimah Umbulharjo Yogyakarta
			  Umbulharjo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan",jogja,Putri,Umbulharjo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",650000
"Kos Andalan
 
	Putri
    
				Kost Kayla Homestay Depok Sleman Yogyakarta
			  Depok 
				WiFi
			     
							Rp 1.000.000
						 
							/ bulan",jogja,Putri,Depok,['WiFi'],1000000
"Kos Andalan
 
	Putri
    
				Kost Kedai 1889 Tipe B Gayungan Surabaya
			  Gayungan 
				
			     
							Rp 600.000
						 
							/ bulan",surabaya,Putri,Gayungan,[''],600000
"Kos Andalan
 
	Putri
    
				Kost Klampis Sukolilo Surabaya
			  Sukolilo 
				
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putri,Sukolilo,[''],700000
"Kos Andalan
 
	Putri
    
				Kost Merak 228 Tipe A Lowokwaru Malang GF
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan",malang,Putri,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",750000
"Kos Andalan
 
	Putri
    
				Kost Merak 228 Tipe B Lowokwaru Malang GF
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 900.000
						 
							/ bulan",malang,Putri,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",900000
"Kos Andalan
 
	Putri
    
				Kost Merak 228 Tipe C Lowokwaru Malang GF
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan",malang,Putri,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1000000
"Kos Andalan
 
	Putri
    
				Kost Muslim Sinergy Tipe H Umbulharjo Yogyakarta
			  Umbulharjo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 960.000
						 
							/ bulan",jogja,Putri,Umbulharjo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",960000
"Kos Andalan
 
	Putri
    
				Kost Muslimah Melodi Tipe B Gondokusuman Yogyakarta
			  Gondokusuman 
				
			     
							Rp 450.000
						 
							/ bulan",jogja,Putri,Gondokusuman,[''],450000
"Kos Andalan
 
	Putri
    
				Kost Najlilah Gebang kidul Sukolilo Surabaya
			  Sukolilo 
				WiFi
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putri,Sukolilo,['WiFi'],700000
"Kos Andalan
 
	Putri
    
				Kost Putri Bratang Wonokromo Surabaya
			  Wonokromo 
				
			     
							Rp 475.000
						 
							/ bulan",surabaya,Putri,Wonokromo,[''],475000
"Kos Andalan
 
	Putri
    
				Kost Putri Muslim Klampis Aji Tipe A Sukolilo Surabaya
			  Sukolilo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putri,Sukolilo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",700000
"Kos Andalan
 
	Putri
    
				Kost Putri Muslim Klampis Aji Tipe B Sukolilo Surabaya
			  Sukolilo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan",surabaya,Putri,Sukolilo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1000000
"Kos Andalan
 
	Putri
    
				Kost Putri UB Griya Raflesia Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 900.000
						 
							/ bulan
						  5.0",malang,Putri,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",900000
"Kos Andalan
 
	Putri
    
				Kost Putri Zia Tipe B Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 1.450.000
						 
							/ bulan",jogja,Putri,Depok,"['K. Mandi Dalam','Akses 24 Jam']",1450000
"Kos Andalan
 
	Putri
    
				Kost Putri Zulaikha Umbulharjo Yogyakarta
			  Umbulharjo 
				WiFi · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan",jogja,Putri,Umbulharjo,"['WiFi','Akses 24 Jam']",750000
"Kos Andalan
 
	Putri
    
				Kost Radar Tipe A Banguntapan Bantul
			  Banguntapan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan",jogja,Putri,Banguntapan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",650000
"Kos Andalan
 
	Putri
    
				Kost Radhysha House Tipe A Mlati Sleman Yogyakarta
			  Mlati 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.700.000
						 
							/ bulan",jogja,Putri,Mlati,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1700000
"Kos Andalan
 
	Putri
    
				Kost Rafilah Alma Tipe A Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi
			     
							Rp 1.500.000
						 
							/ bulan",jogja,Putri,Depok,"['K. Mandi Dalam','WiFi']",1500000
"Kos Andalan
 
	Putri
    
				Kost Rafilah Alma Tipe B Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi
			     
							Rp 1.750.000
						 
							/ bulan",jogja,Putri,Depok,"['K. Mandi Dalam','WiFi']",1750000
"Kos Andalan
 
	Putri
    
				Kost Rajawali Bu Endang Tipe A Condongcatur Depok Sleman Yogyakarta
			  Depok 
				
			     
							Rp 400.000
						 
							/ bulan",jogja,Putri,Depok,[''],400000
"Kos Andalan
 
	Putri
    
				Kost Rajawali Bu Endang Tipe B Condongcatur Depok Sleman Yogyakarta
			  Depok 
				
			     
							Rp 450.000
						 
							/ bulan",jogja,Putri,Depok,[''],450000
"Kos Andalan
 
	Putri
    
				Kost Rajawali Bu Endang Tipe C Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam
			     
							Rp 500.000
						 
							/ bulan",jogja,Putri,Depok,['K. Mandi Dalam'],500000
"Kos Andalan
 
	Putri
    
				Kost Rakhma Tipe C Condong Catur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",jogja,Putri,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Putri
    
				Kost RD Muslimah 2 Blimbing Malang
			  Blimbing 
				WiFi · Akses 24 Jam
			     
							Rp 550.000
						 
							/ bulan
						  4.8",malang,Putri,Blimbing,"['WiFi','Akses 24 Jam']",550000
"Kos Andalan
 
	Putri
    
				Kost Rene'O Dekat UGM Ngaglik Sleman Yogyakarta
			  Ngaglik 
				K. Mandi Dalam · WiFi
			     
							Rp 1.500.000
						 
							/ bulan",jogja,Putri,Ngaglik,"['K. Mandi Dalam','WiFi']",1500000
"Kos Andalan
 
	Putri
    
				Kost Rooftop Griya Rindika Mezzanine Tipe C Mlati Sleman Yogyakarta
			  Mlati 
				K. Mandi Dalam · WiFi
			     
							Rp 2.400.000
						 
							/ bulan",jogja,Putri,Mlati,"['K. Mandi Dalam','WiFi']",2400000
"Kos Andalan
 
	Putri
    
				Kost Rooftop Griya Rindika Tipe B Mlati Sleman Yogyakarta
			  Mlati 
				K. Mandi Dalam · WiFi
			     
							Rp 1.800.000
						 
							/ bulan",jogja,Putri,Mlati,"['K. Mandi Dalam','WiFi']",1800000
"Kos Andalan
 
	Putri
    
				Kost Sentosa Caturtunggal Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.750.000
						 
							/ bulan",jogja,Putri,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2750000
"Kos Andalan
 
	Putri
    
				Kost Shanum Soehat Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.100.000
						 
							/ bulan",malang,Putri,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1100000
"Kos Andalan
 
	Putri
    
				Kost Shanum Soehat Tipe A Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.600.000
						 
							/ bulan",malang,Putri,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1600000
"Kos Andalan
 
	Putri
    
				Kost Syafa Tipe A Umbulharjo Yogyakarta
			  Umbulharjo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.650.000
						 
							/ bulan",jogja,Putri,Umbulharjo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1650000
"Kos Andalan
 
	Putri
    
				Kost Syafa Tipe B Umbulharjo Yogyakarta
			  Umbulharjo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.200.000
						 
							/ bulan
						  2.5",jogja,Putri,Umbulharjo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1200000
"Kos Andalan
 
	Putri
    
				Kost Turangga Mansion Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi
			     
							Rp 1.500.000
						 
							/ bulan
						  4.6",jogja,Putri,Depok,"['K. Mandi Dalam','WiFi']",1500000
"Kos Andalan
 
	Putri
    
				Kost Wilis IV No 1 Tipe A Batu Malang
			  Batu 
				
			     
							Rp 550.000
						 
							/ bulan
						  4.2",malang,Putri,Batu,[''],550000
"Kos Andalan
 
	Putri
    
				Kost Wilis IV No 1 Tipe B Batu Malang
			  Batu 
				
			     
							Rp 800.000
						 
							/ bulan",malang,Putri,Batu,[''],800000
"Sisa 4 Kamar
 
	Putri
    
				Kost Putri Harmony Merak Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam • WiFi
			     
					Rp 1.900.000 / bulan
				   
					Lama Tidak Update",malang,Putri,Lowokwaru,"['K. Mandi Dalam', 'WiFi']",1900000
"Tersedia 20 Kamar
 
	Putri
    
				Kost Dekat UB 2 Tipe A Lowokwaru Malang
			  Klojen 
				K. Mandi Dalam • WiFi
			     
					Rp 1.000.000 / bulan
				   
					Lama Tidak Update",malang,Putri,Klojen,"['K. Mandi Dalam', 'WiFi']",1000000
"Campur
    
				Kost Baciro Umbulharjo Gondokusuman Yogyakarta
			  Gondokusuman 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 3.600.000
						 
							/ bulan",jogja,Campur,Gondokusuman,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",3600000
"Campur
    
				Kost Bu Martha Sugiyanto Bantul
			  Bantul 
				Akses 24 Jam
			     
							Rp 370.000
						 
							/ bulan",jogja,Campur,Bantul,['Akses 24 Jam'],370000
"Campur
    
				Kost Calista Residence Depok Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi
			     
							Rp 1.700.000
						 
							/ bulan",jogja,Campur,Depok,"['K. Mandi Dalam', 'WiFi']",1700000
"Campur
    
				Kost Candi Mendut Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi
			     
							Rp 2.500.000
						 
							/ bulan",malang,Campur,Lowokwaru,"['K. Mandi Dalam', 'WiFi']",2500000
"Campur
    
				Kost D Rainbow Ketintang Baru Surabaya
			  Gayungan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.200.000
						 
							/ bulan",surabaya,Campur,Gayungan,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",2200000
"Campur
    
				Kost Gede Sedati Sidoarjo
			  Sedati 
				K. Mandi Dalam
			     
							Rp 450.000
						 
							/ bulan
						  5.0",surabaya,Campur,Sedati,['K. Mandi Dalam'],450000
"Campur
    
				Kost Gede Tipe A Sedati Sidoarjo
			  Sedati 
				K. Mandi Dalam · WiFi
			     
							Rp 699.999
						 
							/ bulan
						  4.0",surabaya,Campur,Sedati,"['K. Mandi Dalam', 'WiFi']",699999
"Campur
    
				Kost Griya Aisyah Residence 2 Standard Single Jambangan Surabaya
			  Jambangan 
				WiFi
			     
							Rp 1.400.000
						 
							/ bulan",surabaya,Campur,Jambangan,['WiFi'],1400000
"Campur
    
				Kost Griya Aisyah Residence Deluxe Double Karang Pilang Surabaya
			  Karang Pilang 
				K. Mandi Dalam · WiFi
			     
							Rp 1.800.000
						 
							/ bulan",surabaya,Campur,Karang Pilang,"['K. Mandi Dalam', 'WiFi']",1800000
"Campur
    
				Kost Griya Menukan Kamar Mandi Luar Mergangsan Yogyakarta
			  Mergangsan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan
						  3.8",jogja,Campur,Mergangsan,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",650000
"Campur
    
				Kost Jl Simpang Kepuh Utara Sukun Malang
			  Sukun 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan
						  1.3",malang,Campur,Sukun,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",1000000
"Campur
    
				Kost MamiRooms Jakal Gambuh Carani Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.520.000
						 
							/ bulan
						  4.6",jogja,Campur,Depok,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",1520000
"Campur
    
				Kost Muji Rahayu Batu
			  Batu 
				
			     
							Rp 450.000
						 
							/ bulan
						  4.6",malang,Campur,Batu,[''],450000
"Campur
    
				Kost Mumtaz Sedati Sidoarjo
			  Sedati 
				K. Mandi Dalam
			     
							Rp 1.300.000
						 
							/ bulan",surabaya,Campur,Sedati,['K. Mandi Dalam'],1300000
"Campur
    
				Kost Museum Angkut 2 Batu Malang 
			  Batu 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 4.000.000
						 
							/ bulan",malang,Campur,Batu,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",4000000
"Campur
    
				Kost N'Cafe A'isy Dhasyad Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan
						  5.0",malang,Campur,Kepanjen,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",600000
"Campur
    
				Kost Rumah Rio Bantul
			  Bantul 
				Akses 24 Jam
			     
							Rp 400.000
						 
							/ bulan
						   
	Penuh",jogja,Campur,Bantul,['Akses 24 Jam'],400000
"Campur
    
				Kost Taman Melati Merr Deluxe Double Mulyorejo Surabaya
			  Mulyorejo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 3.500.000
						 
							/ bulan",surabaya,Campur,Mulyorejo,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",3500000
"Campur
    
				Kost Wira Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam · WiFi
			     
							Rp 1.900.000
						 
							/ bulan
						  3.3",surabaya,Campur,Gubeng,"['K. Mandi Dalam', 'WiFi']",1900000
"Putra
    
				Kost  54B Singosari Malang
			  Singosari 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan
						   
	Penuh",malang,Putra,Singosari,"['WiFi', 'Akses 24 Jam']",450000
"Putra
    
				Kost Bu Nik Blimbing  Waru Sidoarjo
			  Waru 
				WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",surabaya,Putra,Waru,"['WiFi', 'Akses 24 Jam']",600000
"Putra
    
				Kost Karanglo Singosari Malang
			  Singosari 
				WiFi · Akses 24 Jam
			     
							Rp 350.000
						 
							/ bulan",malang,Putra,Singosari,"['WiFi', 'Akses 24 Jam']",350000
"Putra
    
				Kost Laos Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi
			     
							Rp 500.000
						 
							/ bulan",malang,Putra,Kepanjen,"['K. Mandi Dalam', 'WiFi']",500000
"Putra
    
				Kost Ngadinegaran Mantrijeron Yogyakarta
			  Mantrijeron 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan",jogja,Putra,Mantrijeron,"['K. Mandi Dalam', 'Akses 24 Jam']",800000
"Putra
    
				Kost Pak Pol Godean Sleman
			  Godean 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",jogja,Putra,Godean,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",700000
"Putra
    
				Kost Premium Kalimaya Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.000.000
						 
							/ bulan",malang,Putra,Lowokwaru,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",2000000
"Putra
    
				Kost Putra Bu Ida Kepuh Sukun Sukun Malang
			  Sukun 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan
						  2.3",malang,Putra,Sukun,"['WiFi', 'Akses 24 Jam']",450000
"Putra
    
				Kost Sera House Ngemplak Sleman
			  Ngemplak 
				K. Mandi Dalam · WiFi
			     
							Rp 1.500.000
						 
							/ bulan",jogja,Putra,Ngemplak,"['K. Mandi Dalam', 'WiFi']",1500000
"Putra
    
				Kost Teletubbies Tipe A Ngemplak Sleman
			  Ngemplak 
				
			     
							Rp 550.000
						 
							/ bulan",jogja,Putra,Ngemplak,[''],550000
"Putra
    
				Kost Widya Bintaran Margangsan Yogyakarta
			  Mergangsan 
				WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan
						  4.8",jogja,Putra,Mergangsan,"['WiFi', 'Akses 24 Jam']",700000
"Putri
    
				Kost Al Amin Kepanjen Malang
			  Kepanjen 
				WiFi
			     
							Rp 500.000
						 
							/ bulan
						   
	Penuh",malang,Putri,Kepanjen,['WiFi'],500000
"Putri
    
				Kost Ceria Gunung Anyar Surabaya
			  Gunung Anyar 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan
						  4.4",surabaya,Putri,Gunung Anyar,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",800000
"Putri
    
				Kost Dekat UB 2 Tipe A Lowokwaru Malang
			  Klojen 
				K. Mandi Dalam · WiFi
			     
							Rp 1.000.000
						 
							/ bulan",malang,Putri,Klojen,"['K. Mandi Dalam', 'WiFi']",1000000
"Putri
    
				Kost Endira Prapanca Depok Sleman
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan",jogja,Putri,Depok,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",1000000
"Putri
    
				Kost Gerbera House Deluxe Single Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.400.000
						 
							/ bulan",malang,Putri,Lowokwaru,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",1400000
"Putri
    
				Kost Griya Panji Kepanjen Malang
			  Kepanjen 
				WiFi · Akses 24 Jam
			     
							Rp 350.000
						 
							/ bulan",malang,Putri,Kepanjen,"['WiFi', 'Akses 24 Jam']",350000
"Putri
    
				Kost Ibu Soes Tipe B Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan
						   
	Penuh",malang,Putri,Kepanjen,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",500000
"Putri
    
				Kost Ibu Tuti Tipe A Godean Sleman
			  Godean 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan",jogja,Putri,Godean,"['WiFi', 'Akses 24 Jam']",450000
